TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event LTE Events,HO Statistics Intra-LTE HO Source PCI,HO Statistics Intra-LTE HO Target PCI,HO Statistics Intra-LTE HO Band Type,HO Statistics Intra-LTE HO Result,HO Statistics Intra-LTE HO HO Type,HO Statistics Intra-LTE HO Duration [sec],Random Access Procedure Latency KPI Handover Latency(ms) (Chipset-Based),LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-12-18 06:59:28.000000,-8.763220,4.179480,,,,,LTE,,,,,,,,,342,Band 66,,,0.000,0.000
2022-12-18 06:59:29.000000,-8.763220,4.179480,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,0.000,0.000
2022-12-18 06:59:30.000000,-8.763220,4.179480,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,,,0.000,0.000
2022-12-18 06:59:31.000000,-8.763220,4.179480,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,,,0.000,0.000
2022-12-18 06:59:32.000000,-8.763220,4.179480,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,,,0.000,0.000
2022-12-18 06:59:33.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,0.000,0.000
2022-12-18 06:59:34.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE(3CA),,,,,,,,,342,Band 66,0.002,5.329,0.004,7.068
2022-12-18 06:59:34.238886,-8.763220,4.179470,,,,,,RRC Setup Start,,,,,,,,,,,,,
2022-12-18 06:59:34.239141,-8.763220,4.179470,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,,
2022-12-18 06:59:34.239208,-8.763220,4.179470,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,,
2022-12-18 06:59:34.239221,-8.763220,4.179470,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,,
2022-12-18 06:59:34.239262,-8.763220,4.179470,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,,
2022-12-18 06:59:34.239286,-8.763220,4.179470,,,,,,Received RAR[True],,,,,,,,,,,,,
2022-12-18 06:59:34.239581,-8.763220,4.179470,,,,,,RRC Setup Success,,,,,,,,,,,,,
2022-12-18 06:59:34.301141,-8.763220,4.179470,,,,,,CA Config Attempt,,,,,,,,,,,,,
2022-12-18 06:59:34.369329,-8.763220,4.179470,,,,,,CA Config Success,,,,,,,,,,,,,
2022-12-18 06:59:35.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE(2CA),,,,,,,,,342,Band 66,0.004,31.495,0.000,29.307
2022-12-18 06:59:36.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,0.004,28.725,0.000,26.051
2022-12-18 06:59:37.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,0.004,22.690,0.000,21.980
2022-12-18 06:59:38.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,0.004,26.815,0.000,23.608
2022-12-18 06:59:39.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,0.018,22.174,0.000,19.538
2022-12-18 06:59:40.000000,-8.763220,4.179470,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,342,Band 66,0.004,25.515,0.000,23.880
