TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event LTE Events,Event 5G-NR Events,HO Statistics Intra-LTE HO Source PCI,HO Statistics Intra-LTE HO Target PCI,HO Statistics Intra-LTE HO Band Type,HO Statistics Intra-LTE HO Result,HO Statistics Intra-LTE HO HO Type,HO Statistics Intra-LTE HO Duration [sec],Random Access Procedure Latency KPI Handover Latency(ms) (Chipset-Based),5G-NR RRC NR SCG Mobility Statistics NR SCG Mobility Type,5G-NR RRC ENDC MeNB PCell Change MeNB Pcell Change Type,5G-NR RRC NR SCG Mobility Statistics Duration [sec],5G-NR RRC NR SCG Release Statistics[NR to LTE] Duration [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[LTE to NR] [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[NR to NR] [sec],LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,5G KPI PCell RF Serving PCI,5G KPI PCell RF Band,5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-12-19 08:18:33.000000,-8.761590,4.186530,,,,,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,,,0.000,0.000
2022-12-19 08:18:34.000000,-8.761590,4.186530,-87.615897,41.865290,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,0.055,0.002,0.000,0.000
2022-12-19 08:18:35.000000,-8.761590,4.186530,-87.615897,41.865289,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,,,0.000,0.000
2022-12-19 08:18:36.000000,-8.761590,4.186530,-87.615896,41.865289,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,,,0.000,0.000
2022-12-19 08:18:37.000000,-8.761590,4.186530,-87.615896,41.865289,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,,,0.000,0.000
2022-12-19 08:18:38.000000,-8.761590,4.186530,-87.615896,41.865288,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,0.275,0.003,0.000,0.000
2022-12-19 08:18:39.000000,-8.761590,4.186530,-87.615896,41.865288,3.790092,0.000000,LTE,,,,,,,,,,,,,,,,131,Band 66,,,,,0.022,0.167,0.005,0.010
2022-12-19 08:18:40.000000,-8.761590,4.186530,-87.615896,41.865288,3.790092,0.000000,LTE(5CA),,,,,,,,,,,,,,,,131,Band 66,,,,,52.173,1.127,38.040,0.660
2022-12-19 08:18:41.000000,-8.761590,4.186530,-87.615896,41.865288,3.790092,0.000000,LTE(5CA),,,,,,,,,,,,,,,,131,Band 66,,,,,99.589,0.476,79.705,1.031
2022-12-19 08:18:41.995254,-8.761590,4.186530,,,,,,eventB1_NR_r15,,,,,,,,,,,,,,,,,,,,,,,,
