TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event 5G-NR Events,5G-NR RRC NR MCG Mobility Statistics Intra-NR HandoverDuration [sec],5G-NR RRC NR MCG Mobility Statistics Intrafreq Handover Source to Target NR-ARFCN/PCI,5G KPI PCell RF Serving PCI,5G KPI PCell RF Band,5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-12-19 08:18:33.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000,0.000
2022-12-19 08:18:34.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,616,,,,0.000,0.000
2022-12-19 08:18:35.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000,0.000
2022-12-19 08:18:36.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,616,,,,0.000,0.000
2022-12-19 08:18:37.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000,0.000
2022-12-19 08:18:38.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,616,,,,0.000,0.000
2022-12-19 08:18:39.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,616,n41,0.080,0.055,0.000,0.002
2022-12-19 08:18:39.549414,-8.761590,4.186530,,,,,,RRC Setup Start			 ,,,,,,,,
2022-12-19 08:18:39.549453,-8.761590,4.186530,,,,,,PRACH: Msg1(RA),,,,,,,,
2022-12-19 08:18:39.652536,-8.761590,4.186530,,,,,,PRACH: Msg2(RAR),,,,,,,,
2022-12-19 08:18:39.652536,-8.761590,4.186530,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2022-12-19 08:18:39.652536,-8.761590,4.186530,,,,,,PRACH: Msg4,,,,,,,,
2022-12-19 08:18:39.652536,-8.761590,4.186530,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2022-12-19 08:18:39.652629,-8.761590,4.186530,,,,,,PRACH: Msg5,,,,,,,,
2022-12-19 08:18:39.652800,-8.761590,4.186530,,,,,,RRC Setup Success			 ,,,,,,,,
2022-12-19 08:18:39.688124,-8.761590,4.186530,,,,,,MCG DRB Attempt,,,,,,,,
2022-12-19 08:18:39.785033,-8.761590,4.186530,,,,,,MCG DRB Success,,,,,,,,
2022-12-19 08:18:39.785111,-8.761590,4.186530,,,,,,Service Success,,,,,,,,
2022-12-19 08:18:40.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,9.192,0.286,5.965,0.137
2022-12-19 08:18:40.155654,-8.761590,4.186530,,,,,,eventA1,,,,,,,,
2022-12-19 08:18:41.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,42.410,0.439,25.069,0.499
2022-12-19 08:18:42.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,78.840,0.291,60.378,0.975
2022-12-19 08:18:43.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,100.051,0.337,76.373,1.111
2022-12-19 08:18:44.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,99.549,0.298,82.876,1.198
2022-12-19 08:18:45.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,105.482,0.331,79.353,1.061
2022-12-19 08:18:46.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,91.432,0.291,77.811,1.155
2022-12-19 08:18:47.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,82.201,0.275,66.450,0.929
2022-12-19 08:18:48.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,82.542,0.305,57.607,0.806
2022-12-19 08:18:49.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,121.502,0.355,96.571,1.186
2022-12-19 08:18:50.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,102.245,0.308,86.693,1.025
2022-12-19 08:18:51.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,92.069,0.286,67.719,0.922
2022-12-19 08:18:52.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,76.324,0.253,65.408,0.896
2022-12-19 08:18:53.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,77.330,0.268,61.001,0.836
2022-12-19 08:18:54.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,90.320,0.292,65.668,0.946
2022-12-19 08:18:55.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,104.632,0.308,83.884,1.191
2022-12-19 08:18:56.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,103.314,0.291,88.551,1.184
2022-12-19 08:18:56.944774,-8.761590,4.186530,,,,,,PRACH: Msg1(RA),,,,,,,,
2022-12-19 08:18:56.993910,-8.761590,4.186530,,,,,,Received RAR[Fail]		,,,,,,,,
2022-12-19 08:18:57.000000,-8.761590,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,92.718,0.235,66.128,0.869
2022-12-19 08:18:57.075997,-8.761591,4.186530,,,,,,PRACH: Msg2(RAR),,,,,,,,
2022-12-19 08:18:57.075997,-8.761591,4.186530,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2022-12-19 08:18:57.075997,-8.761591,4.186530,,,,,,PRACH: Msg4,,,,,,,,
2022-12-19 08:18:57.075997,-8.761591,4.186530,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2022-12-19 08:18:57.114653,-8.761591,4.186530,,,,,,PRACH: Msg5,,,,,,,,
2022-12-19 08:18:58.000000,-8.761600,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,108.669,0.249,89.108,1.321
2022-12-19 08:18:59.000000,-8.761600,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,105.317,0.332,83.745,1.086
2022-12-19 08:18:59.680890,-8.761600,4.186530,,,,,,PRACH: Msg1(RA),,,,,,,,
2022-12-19 08:18:59.760424,-8.761600,4.186530,,,,,,PRACH: Msg2(RAR),,,,,,,,
2022-12-19 08:18:59.760424,-8.761600,4.186530,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2022-12-19 08:18:59.760424,-8.761600,4.186530,,,,,,PRACH: Msg4,,,,,,,,
2022-12-19 08:18:59.760424,-8.761600,4.186530,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2022-12-19 08:18:59.760684,-8.761600,4.186530,,,,,,PRACH: Msg5,,,,,,,,
2022-12-19 08:19:00.000000,-8.761600,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,95.814,0.355,77.244,0.904
2022-12-19 08:19:01.000000,-8.761610,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,111.070,0.404,91.683,0.997
2022-12-19 08:19:02.000000,-8.761610,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,94.964,0.299,77.616,0.786
2022-12-19 08:19:02.675761,-8.761617,4.186530,,,,,,PRACH: Msg1(RA),,,,,,,,
2022-12-19 08:19:02.799391,-8.761618,4.186530,,,,,,Received RAR[Fail]		,,,,,,,,
2022-12-19 08:19:02.799705,-8.761618,4.186530,,,,,,PRACH: Msg2(RAR),,,,,,,,
2022-12-19 08:19:02.799705,-8.761618,4.186530,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2022-12-19 08:19:02.799705,-8.761618,4.186530,,,,,,PRACH: Msg4,,,,,,,,
2022-12-19 08:19:02.799705,-8.761618,4.186530,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2022-12-19 08:19:02.799874,-8.761618,4.186530,,,,,,PRACH: Msg5,,,,,,,,
2022-12-19 08:19:03.000000,-8.761620,4.186530,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,94.922,0.421,75.511,0.321
2022-12-19 08:19:04.000000,-8.761620,4.186520,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,85.899,0.476,57.410,0.622
2022-12-19 08:19:04.291642,-8.761622,4.186520,,,,,,PRACH: Msg1(RA),,,,,,,,
2022-12-19 08:19:04.291872,-8.761622,4.186520,,,,,,PRACH: Msg2(RAR),,,,,,,,
2022-12-19 08:19:04.291872,-8.761622,4.186520,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2022-12-19 08:19:04.291872,-8.761622,4.186520,,,,,,PRACH: Msg4,,,,,,,,
2022-12-19 08:19:04.291872,-8.761622,4.186520,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2022-12-19 08:19:04.333136,-8.761623,4.186520,,,,,,PRACH: Msg5,,,,,,,,
2022-12-19 08:19:05.000000,-8.761630,4.186520,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,121.135,0.287,94.103,0.752
2022-12-19 08:19:06.000000,-8.761630,4.186520,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,141.034,0.306,117.433,1.322
2022-12-19 08:19:07.000000,-8.761640,4.186520,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,158.959,0.331,123.262,1.202
2022-12-19 08:19:08.000000,-8.761640,4.186520,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,166.924,0.374,137.001,1.141
2022-12-19 08:19:09.000000,-8.761640,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,174.001,0.395,137.492,1.087
2022-12-19 08:19:10.000000,-8.761640,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,187.629,0.481,152.681,1.033
2022-12-19 08:19:11.000000,-8.761650,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,187.939,0.443,158.085,0.869
2022-12-19 08:19:12.000000,-8.761650,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,158.094,0.632,124.287,0.847
2022-12-19 08:19:13.000000,-8.761650,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,197.118,0.649,150.497,1.248
2022-12-19 08:19:14.000000,-8.761660,4.186510,0.000000,0.000000,0.000000,0.000000,5G-NR_SA(2CA),,,,616,n41,223.979,0.423,182.576,1.035
2022-12-19 08:19:14.619878,-8.761666,4.186510,,,,,,PRACH: Msg1(RA),,,,,,,,
