TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event LTE Events,HO Statistics Intra-LTE HO Source PCI,HO Statistics Intra-LTE HO Target PCI,HO Statistics Intra-LTE HO Band Type,HO Statistics Intra-LTE HO Result,HO Statistics Intra-LTE HO HO Type,HO Statistics Intra-LTE HO Duration [sec],Random Access Procedure Latency KPI Handover Latency(ms) (Chipset-Based),LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-12-19 08:19:19.000000,-8.761700,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.233,0.012,0.000,0.000
2022-12-19 08:19:20.000000,-8.761710,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,0.023,0.000,0.000
2022-12-19 08:19:21.000000,-8.761720,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.219,0.038,0.000,0.000
2022-12-19 08:19:22.000000,-8.761730,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.437,0.049,0.000,0.000
2022-12-19 08:19:23.000000,-8.761740,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.095,0.048,0.000,0.000
2022-12-19 08:19:23.472356,-8.761744,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:23.896679,-8.761749,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:23.898539,-8.761749,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:24.000000,-8.761750,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.087,0.089,0.000,0.000
2022-12-19 08:19:25.000000,-8.761760,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.019,0.000,0.000
2022-12-19 08:19:26.000000,-8.761770,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,0.005,0.000,0.000
2022-12-19 08:19:27.000000,-8.761790,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.154,0.020,0.000,0.000
2022-12-19 08:19:28.000000,-8.761800,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.375,0.024,0.000,0.000
2022-12-19 08:19:29.000000,-8.761810,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,0.038,0.000,0.000
2022-12-19 08:19:30.000000,-8.761820,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.054,0.000,0.000
2022-12-19 08:19:31.000000,-8.761830,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.053,0.000,0.000
2022-12-19 08:19:32.000000,-8.761840,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.125,0.007,0.000,0.000
2022-12-19 08:19:33.000000,-8.761850,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,,0.000,0.000
2022-12-19 08:19:34.000000,-8.761850,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.004,0.000,0.000
2022-12-19 08:19:35.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.007,0.000,0.000
2022-12-19 08:19:36.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.028,0.000,0.000
2022-12-19 08:19:37.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.043,0.000,0.000
2022-12-19 08:19:38.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.193,0.122,0.021,0.024
2022-12-19 08:19:39.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.073,0.000,0.000
2022-12-19 08:19:40.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.219,0.016,0.000,0.000
2022-12-19 08:19:41.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.138,0.005,0.000,0.000
2022-12-19 08:19:42.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,,0.000,0.000
2022-12-19 08:19:43.000000,-8.761860,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.014,0.000,0.000
2022-12-19 08:19:44.000000,-8.761870,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.092,0.034,0.000,0.000
2022-12-19 08:19:45.000000,-8.761870,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.063,0.000,0.000
2022-12-19 08:19:46.000000,-8.761880,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.053,0.000,0.000
2022-12-19 08:19:47.000000,-8.761880,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.088,0.060,0.000,0.000
2022-12-19 08:19:47.448208,-8.761885,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:47.448309,-8.761885,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:47.448385,-8.761885,4.186510,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:19:48.000000,-8.761890,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.019,0.000,0.000
2022-12-19 08:19:49.000000,-8.761890,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.262,0.006,0.000,0.000
2022-12-19 08:19:50.000000,-8.761900,4.186510,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.009,0.000,0.000
2022-12-19 08:19:51.000000,-8.761900,4.186520,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.187,0.029,0.000,0.000
2022-12-19 08:19:52.000000,-8.761900,4.186520,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.013,0.000,0.000
2022-12-19 08:19:53.000000,-8.761900,4.186530,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.125,0.061,0.000,0.000
2022-12-19 08:19:54.000000,-8.761910,4.186540,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.219,0.044,0.000,0.000
2022-12-19 08:19:55.000000,-8.761910,4.186550,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,0.062,0.000,0.000
2022-12-19 08:19:56.000000,-8.761910,4.186560,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.292,0.004,0.000,0.000
2022-12-19 08:19:57.000000,-8.761910,4.186570,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.106,0.008,0.000,0.000
2022-12-19 08:19:58.000000,-8.761910,4.186580,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.239,0.013,0.000,0.000
2022-12-19 08:19:59.000000,-8.761920,4.186590,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.202,0.018,0.000,0.000
2022-12-19 08:20:00.000000,-8.761920,4.186600,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.138,0.037,0.000,0.000
2022-12-19 08:20:01.000000,-8.761920,4.186620,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.138,0.048,0.000,0.000
2022-12-19 08:20:02.000000,-8.761920,4.186630,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.070,0.095,0.000,0.000
2022-12-19 08:20:03.000000,-8.761920,4.186640,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.070,0.063,0.000,0.000
2022-12-19 08:20:04.000000,-8.761920,4.186650,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,131,Band 66,0.014,0.005,0.000,0.000
2022-12-19 08:20:05.000000,-8.761920,4.186670,0.000000,0.000000,0.000000,0.000000,LTE(5CA),,,,,,,,,131,Band 66,0.023,0.009,0.000,0.000
2022-12-19 08:20:05.369567,-8.761916,4.186674,,,,,,eventA3,,,,,,,,,,,,,
2022-12-19 08:20:05.371713,-8.761916,4.186674,,,,,,Handover Attempt,131,280,Intraband,,,,,,,,,,
2022-12-19 08:20:05.419286,-8.761916,4.186674,,,,,,Handover Success,,,,Intra-LTE-HO Success,Inter[X2-Based] eNB HO,0.029,,,,,,,
2022-12-19 08:20:05.419373,-8.761916,4.186674,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,,
2022-12-19 08:20:05.419826,-8.761916,4.186674,,,,,,Received RAR[True],,,,,,,,,,,,,
2022-12-19 08:20:05.419863,-8.761916,4.186674,,,,,,PRACH: Msg2(RAR),,,,,,,40,,,,,,
2022-12-19 08:20:05.419942,-8.761916,4.186674,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,,
2022-12-19 08:20:05.607885,-8.761914,4.186676,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:06.000000,-8.761910,4.186680,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.070,0.006,0.000,0.000
2022-12-19 08:20:07.000000,-8.761910,4.186690,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.146,,0.000,0.000
2022-12-19 08:20:08.000000,-8.761900,4.186710,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.001,0.002,0.000,0.000
2022-12-19 08:20:09.000000,-8.761890,4.186720,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.001,0.003,0.000,0.000
2022-12-19 08:20:10.000000,-8.761890,4.186730,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.119,,0.000,0.000
2022-12-19 08:20:11.000000,-8.761880,4.186740,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.041,0.004,0.000,0.000
2022-12-19 08:20:12.000000,-8.761870,4.186760,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.057,,0.000,0.000
2022-12-19 08:20:13.000000,-8.761850,4.186770,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.014,0.008,0.000,0.000
2022-12-19 08:20:13.513516,-8.761845,4.186775,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:13.513588,-8.761845,4.186775,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:13.681865,-8.761844,4.186777,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:14.000000,-8.761840,4.186780,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.003,,0.000,0.000
2022-12-19 08:20:15.000000,-8.761830,4.186790,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.010,0.005,0.000,0.000
2022-12-19 08:20:15.568121,-8.761825,4.186796,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:15.697152,-8.761823,4.186797,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:15.970820,-8.761820,4.186800,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:16.000000,-8.761820,4.186800,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.003,0.013,0.000,0.000
2022-12-19 08:20:16.068816,-8.761819,4.186801,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:16.342418,-8.761817,4.186807,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:16.699714,-8.761813,4.186814,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:16.980432,-8.761810,4.186820,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.000000,-8.761810,4.186820,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.002,0.017,0.000,0.000
2022-12-19 08:20:17.113771,-8.761809,4.186821,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.249155,-8.761807,4.186822,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.370027,-8.761806,4.186824,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.372133,-8.761806,4.186824,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.550737,-8.761805,4.186826,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:17.846370,-8.761802,4.186829,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.000000,-8.761800,4.186830,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.013,0.009,0.000,0.000
2022-12-19 08:20:18.171082,-8.761796,4.186832,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.509232,-8.761789,4.186835,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.511151,-8.761789,4.186835,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.642911,-8.761787,4.186836,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.784522,-8.761785,4.186838,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.927840,-8.761782,4.186839,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:18.927974,-8.761782,4.186839,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.000000,-8.761780,4.186840,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.009,0.018,0.000,0.000
2022-12-19 08:20:19.020069,-8.761780,4.186841,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.285403,-8.761777,4.186846,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.363892,-8.761776,4.186847,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.634886,-8.761774,4.186853,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.786161,-8.761772,4.186856,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:19.923904,-8.761771,4.186859,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.000000,-8.761770,4.186860,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.003,0.013,0.000,0.000
2022-12-19 08:20:20.217455,-8.761768,4.186862,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.218018,-8.761768,4.186862,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.219391,-8.761768,4.186862,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.691540,-8.761763,4.186867,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.693060,-8.761763,4.186867,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:20.912694,-8.761761,4.186869,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:21.000000,-8.761760,4.186870,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.026,0.016,0.000,0.000
2022-12-19 08:20:21.173809,-8.761758,4.186872,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:21.416822,-8.761756,4.186874,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:21.719874,-8.761753,4.186877,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:22.000000,-8.761750,4.186880,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,280,Band 66,0.002,0.010,0.000,0.000
2022-12-19 08:20:22.315525,-8.761747,4.186886,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:22.422803,-8.761745,4.186889,,,,,,eventA6-r10,,,,,,,,,,,,,
2022-12-19 08:20:22.423717,-8.761745,4.186889,,,,,,eventA6-r10,,,,,,,,,,,,,
