TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event LTE Events,Event 5G-NR Events,HO Statistics Intra-LTE HO Source PCI,HO Statistics Intra-LTE HO Target PCI,HO Statistics Intra-LTE HO Band Type,HO Statistics Intra-LTE HO Result,HO Statistics Intra-LTE HO HO Type,HO Statistics Intra-LTE HO Duration [sec],Random Access Procedure Latency KPI Handover Latency(ms) (Chipset-Based),5G-NR RRC NR SCG Mobility Statistics NR SCG Mobility Type,5G-NR RRC NR SCG Mobility Statistics Duration [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[LTE to NR] [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[NR to NR] [sec],LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,5G KPI PCell RF Serving PCI,5G KPI PCell RF Band,5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-12-18 09:34:49.000000,-8.763860,4.189640,0.000000,0.000000,0.000000,0.000000,LTE(3CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.006,0.000,0.000
2022-12-18 09:34:50.000000,-8.763860,4.189630,0.000000,0.000000,0.000000,0.000000,LTE(3CA),,,,,,,,,,,,,,288,Band 66,,,,,0.013,0.006,0.000,0.000
2022-12-18 09:34:51.000000,-8.763860,4.189620,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.001,0.004,0.000,0.000
2022-12-18 09:34:52.000000,-8.763860,4.189620,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.134,0.003,0.000,0.000
2022-12-18 09:34:53.000000,-8.763860,4.189610,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.009,0.000,0.000
2022-12-18 09:34:54.000000,-8.763860,4.189610,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.005,0.000,0.000
2022-12-18 09:34:55.000000,-8.763860,4.189600,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.006,0.000,0.000
2022-12-18 09:34:56.000000,-8.763860,4.189590,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.031,0.007,0.000,0.000
2022-12-18 09:34:57.000000,-8.763860,4.189590,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.015,0.007,0.000,0.000
2022-12-18 09:34:58.000000,-8.763860,4.189580,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.146,0.005,0.000,0.000
2022-12-18 09:34:59.000000,-8.763860,4.189580,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.009,0.000,0.000
2022-12-18 09:35:00.000000,-8.763860,4.189570,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.008,0.000,0.000
2022-12-18 09:35:01.000000,-8.763860,4.189570,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.033,0.005,0.000,0.000
2022-12-18 09:35:02.000000,-8.763860,4.189570,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.008,0.000,0.000
2022-12-18 09:35:03.000000,-8.763860,4.189570,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.029,0.003,0.000,0.000
2022-12-18 09:35:04.000000,-8.763860,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.076,0.006,0.000,0.000
2022-12-18 09:35:05.000000,-8.763860,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.004,0.000,0.000
2022-12-18 09:35:06.000000,-8.763860,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.006,0.000,0.000
2022-12-18 09:35:07.000000,-8.763860,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.003,0.000,0.000
2022-12-18 09:35:08.000000,-8.763860,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.005,0.000,0.000
2022-12-18 09:35:09.000000,-8.763850,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.006,0.000,0.000
2022-12-18 09:35:10.000000,-8.763850,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.010,0.000,0.000
2022-12-18 09:35:11.000000,-8.763850,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.004,0.000,0.000
2022-12-18 09:35:12.000000,-8.763840,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.006,0.000,0.000
2022-12-18 09:35:13.000000,-8.763830,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.003,0.005,0.000,0.000
2022-12-18 09:35:14.000000,-8.763390,4.189640,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.002,0.000,0.000
2022-12-18 09:35:15.000000,-8.763820,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.006,0.000,0.000
2022-12-18 09:35:16.000000,-8.763810,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.007,0.005,0.000,0.000
2022-12-18 09:35:17.000000,-8.763800,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.004,0.007,0.000,0.000
2022-12-18 09:35:18.000000,-8.763790,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.018,0.007,0.000,0.000
2022-12-18 09:35:19.000000,-8.763780,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.009,0.006,0.000,0.000
2022-12-18 09:35:20.000000,-8.763770,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.014,0.003,0.000,0.000
2022-12-18 09:35:21.000000,-8.763760,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.007,0.000,0.000
2022-12-18 09:35:22.000000,-8.763750,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.003,0.000,0.000
2022-12-18 09:35:23.000000,-8.763750,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.158,0.008,0.000,0.000
2022-12-18 09:35:24.000000,-8.763740,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.007,0.000,0.000
2022-12-18 09:35:25.000000,-8.763740,4.189550,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.002,0.004,0.000,0.000
2022-12-18 09:35:26.000000,-8.763730,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.069,0.008,0.000,0.000
2022-12-18 09:35:27.000000,-8.763730,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.009,0.002,0.000,0.000
2022-12-18 09:35:28.000000,-8.763730,4.189560,0.000000,0.000000,0.000000,0.000000,LTE(4CA),,,,,,,,,,,,,,288,Band 66,,,,,0.005,0.006,0.000,0.000
