TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event 5G-NR Events,5G-NR RRC NR MCG Mobility Statistics Intra-NR HandoverDuration [sec],5G-NR RRC NR MCG Mobility Statistics Intrafreq Handover Source to Target NR-ARFCN/PCI,5G KPI PCell RF Serving PCI,5G KPI PCell RF Band,5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2023-04-21 13:34:34.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000,0.000
2023-04-21 13:34:34.500000,-9.325300,4.497390,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:35.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,,,,,,,,,0.000,0.000
2023-04-21 13:34:35.500000,-9.325300,4.497390,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:36.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,659,,0.000,,0.000,0.000
2023-04-21 13:34:36.500000,-9.325300,4.497390,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:37.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,,,0.000,,0.000,0.000
2023-04-21 13:34:37.500000,-9.325300,4.497390,,,,,,,,,659,n71,0.010,0.027,0.000,0.000
2023-04-21 13:34:37.834758,-9.325300,4.497390,,,,,,RRC Setup Start			 ,,,,,,,,
2023-04-21 13:34:37.834791,-9.325300,4.497390,,,,,,PRACH: Msg1(RA),,,,,,,,
2023-04-21 13:34:37.835205,-9.325300,4.497390,,,,,,PRACH: Msg2(RAR),,,,,,,,
2023-04-21 13:34:37.835205,-9.325300,4.497390,,,,,,PRACH: Msg3(UE ID),,,,,,,,
2023-04-21 13:34:37.835205,-9.325300,4.497390,,,,,,PRACH: Msg4,,,,,,,,
2023-04-21 13:34:37.835205,-9.325300,4.497390,,,,,,PRACH: Msg4[Pass]			,,,,,,,,
2023-04-21 13:34:37.835304,-9.325300,4.497390,,,,,,PRACH: Msg5,,,,,,,,
2023-04-21 13:34:37.835443,-9.325300,4.497390,,,,,,RRC Setup Success			 ,,,,,,,,
2023-04-21 13:34:37.904225,-9.325300,4.497390,,,,,,MCG DRB Attempt,,,,,,,,
2023-04-21 13:34:37.904507,-9.325300,4.497390,,,,,,MCG DRB Success,,,,,,,,
2023-04-21 13:34:37.904524,-9.325300,4.497390,,,,,,Service Success,,,,,,,,
2023-04-21 13:34:38.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,659,n71,0.009,0.058,0.001,0.001
2023-04-21 13:34:38.500000,-9.325300,4.497390,,,,,,,,,659,n71,0.002,0.055,0.001,0.001
2023-04-21 13:34:39.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,659,n71,0.003,0.054,0.001,0.001
2023-04-21 13:34:39.500000,-9.325300,4.497390,,,,,,,,,659,n71,0.003,0.054,0.001,0.001
2023-04-21 13:34:40.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,659,n71,0.003,0.056,0.001,0.001
2023-04-21 13:34:40.500000,-9.325300,4.497390,,,,,,,,,659,n71,0.002,0.055,0.001,0.001
2023-04-21 13:34:41.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_SA,,,,659,n71,0.004,0.055,0.001,0.001
2023-04-21 13:34:41.500000,-9.325300,4.497390,,,,,,,,,659,n71,0.003,0.056,0.001,0.001
