TIME_STAMP,Lon,Lat,API GPS Info GPS_Lon,API GPS Info GPS_Lat,API GPS Info Estimated accuracy,API GPS Info Speed,Event Technology,Event LTE Events,Event 5G-NR Events,HO Statistics Intra-LTE HO Source PCI,HO Statistics Intra-LTE HO Target PCI,HO Statistics Intra-LTE HO Band Type,HO Statistics Intra-LTE HO Result,HO Statistics Intra-LTE HO HO Type,HO Statistics Intra-LTE HO Duration [sec],Random Access Procedure Latency KPI Handover Latency(ms) (Chipset-Based),5G-NR RRC NR SCG Mobility Statistics NR SCG Mobility Type,5G-NR RRC ENDC MeNB PCell Change MeNB Pcell Change Type,5G-NR RRC NR SCG Mobility Statistics Duration [sec],5G-NR RRC NR SCG Release Statistics[NR to LTE] Duration [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[LTE to NR] [sec],Qualcomm 5G-NR MAC RACH Info Latency KPI Handover Latency[NR to NR] [sec],LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,5G KPI PCell RF Serving PCI,5G KPI PCell RF Band,5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2023-04-21 13:34:34.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:34.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,,,,,,,0.000,0.000
2023-04-21 13:34:35.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:35.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,,,,,,,0.000,0.000
2023-04-21 13:34:36.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000
2023-04-21 13:34:36.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,,,,,,,0.000,0.000
2023-04-21 13:34:37.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,LTE,,,,,,,,,,,,,,,,,,,,,,,0.060,0.000,0.000
2023-04-21 13:34:37.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,,,,,,,0.000,0.001
2023-04-21 13:34:37.746151,-9.325300,4.497390,,,,,,RRC Setup Start,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746324,-9.325300,4.497390,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746339,-9.325300,4.497390,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746346,-9.325300,4.497390,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746396,-9.325300,4.497390,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746402,-9.325300,4.497390,,,,,,Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.746569,-9.325300,4.497390,,,,,,RRC Setup Success,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:37.965722,-9.325300,4.497390,,,,,,reportStrongestCells,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,,,,,0.061,0.042,0.001,0.001
2023-04-21 13:34:38.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.003,0.005,,,0.001,0.001
2023-04-21 13:34:38.532126,-9.325300,4.497390,,,,,,eventB1_NR_r15,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.532407,-9.325300,4.497390,,,,,,,NR SCG Addition Attempt	 ,,,,,,,,NR SCG Addition[LTE to NR],,,,,,,,,,,,,,,
2023-04-21 13:34:38.597136,-9.325300,4.497390,,,,,,,NR SCG Addition Success	 ,,,,,,,,,,0.013,,,,,,,,,,,,,
2023-04-21 13:34:38.597380,-9.325300,4.497390,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.667190,-9.325300,4.497390,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,0.084,,,,,,,,,,,
2023-04-21 13:34:38.667190,-9.325300,4.497390,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.667190,-9.325300,4.497390,,,,,,,PRACH: Msg4,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.667190,-9.325300,4.497390,,,,,,,PRACH: Msg4[Pass]			,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:38.667245,-9.325300,4.497390,,,,,,,PRACH: Msg5,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21 13:34:39.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.003,0.020,0.405,0.014,0.001,0.001
2023-04-21 13:34:39.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.054,,,0.002,0.001
2023-04-21 13:34:40.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.000,0.055,0.189,0.006,0.000,0.001
2023-04-21 13:34:40.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.004,0.054,,,0.001,0.001
2023-04-21 13:34:41.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.054,0.000,0.004,0.001,0.001
2023-04-21 13:34:41.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.054,,,0.001,0.001
2023-04-21 13:34:42.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.055,0.000,0.004,0.001,0.001
2023-04-21 13:34:42.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.001,0.055,,,0.001,0.001
2023-04-21 13:34:43.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.054,0.000,0.003,0.001,0.001
2023-04-21 13:34:43.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.000,0.054,,,0.001,0.001
2023-04-21 13:34:44.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.004,0.056,0.005,0.004,0.001,0.001
2023-04-21 13:34:44.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.056,,,0.001,0.001
2023-04-21 13:34:45.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.056,0.000,0.005,0.001,0.001
2023-04-21 13:34:45.500000,-9.325300,4.497390,,,,,,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.054,,,0.001,0.001
2023-04-21 13:34:46.000000,-9.325300,4.497390,0.000000,0.000000,0.000000,0.000000,5G-NR_NSA,,,,,,,,,,,,,,,,125,Band 66,659,n71,0.002,0.055,0.000,0.004,0.001,0.001
