HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
5GNSA_5GChange,0.015,,0.074
5GNSA_5GChange,0.023,,0.078
4G_4G,0.031,0.048,
4G_4G,0.023,0.034,
4G_5GNSA,0.008,0.043,0.06
5GNSA_4GChange,0.044,0.058,0.062
5GNSA_5GChange,0.014,,0.073
5GNSA_4GChange,0.017,0.029,0.059
5GNSA_5GChange,0.015,,0.075
4G_4G,0.025,0.04,
4G_5GNSA,0.033,0.102,0.057
5GNSA_5GChange,0.013,,0.072
5GNSA_5GChange,0.016,,0.079
5GNSA_5GChange,0.022,,0.075
5GNSA_4GChange,0.043,0.053,0.071
4G_5GNSA,0.018,0.062,0.075
5GNSA_5GChange,0.021,,0.072
5GNSA_4GChange,0.045,0.058,0.068
5GNSA_5GChange,0.013,,0.073
5GNSA_4G,0.021,0.033,
4G_4G,0.026,0.035,
4G_4G,0.027,0.044,
4G_5GNSA,0.018,0.067,0.081
4G_5GNSA,0.049,0.136,0.083
5GNSA_5GChange,0.013,,0.075
5GNSA_4GChange,0.049,0.068,0.075
5GNSA_5GChange,0.021,,0.083
4G_5GNSA,0.028,0.062,0.083
4G_5GNSA,0.017,0.062,0.075
5GNSA_5GChange,0.014,,0.074
5GNSA_4GChange,0.019,0.029,0.059
5GNSA_4GChange,0.044,0.061,0.061
5GNSA_5GChange,0.013,,0.073
5GNSA_5GChange,0.013,,0.069
5GNSA_5GChange,0.014,,0.066
5GNSA_5GChange,0.015,,0.073
4G_5GNSA,0.018,0.066,0.075
5GNSA_4GChange,0.022,0.038,0.065
5GNSA_5GChange,0.016,,0.074
4G_4G,0.042,0.054,
4G_5GNSA,0.013,0.094,0.062
5GNSA_5GChange,0.015,,0.075
5GNSA_5GChange,0.015,,0.077
5GNSA_5GChange,0.014,,0.075
4G_5GNSA,0.033,0.075,0.084
5GNSA_4G,0.017,0.03,
4G_5GNSA,0.019,0.057,0.077
5GNSA_5GChange,0.014,,0.079
4G_5GNSA,0.013,0.097,0.061
5GNSA_4GChange,0.032,0.048,0.07
5GNSA_5GChange,0.013,,0.074
5GNSA_4GChange,0.057,0.071,0.082
5GNSA_5GChange,0.021,,0.079
5GNSA_4GChange,0.042,0.057,0.062
5GNSA_4G,0.04,0.053,
5GNSA_5GChange,0.016,,0.073
5GNSA_4G,0.017,0.028,
5GNSA_4G,0.009,0.04,
4G_4G,0.016,0.029,
4G_4G,0.025,0.041,
4G_4G,0.034,0.046,
4G_4G,0.027,0.045,
4G_4G,0.018,0.034,
4G_4G,0.02,0.029,
4G_4G,0.022,0.035,
4G_4G,0.022,0.033,
4G_4G,0.029,0.047,
4G_4G,0.022,0.035,
4G_4G,0.017,0.034,
4G_4G,0.034,0.047,
4G_4G,0.027,0.046,
4G_5GNSA,0.02,0.1,0.068
4G_5GNSA,0.018,0.068,0.075
5GNSA_5GChange,0.014,,0.071
4G_5GNSA,0.018,0.068,0.075
5GNSA_5GChange,0.015,,0.075
5GNSA_5GChange,0.017,,0.073
5GNSA_5GChange,0.021,,0.082
5GNSA_5GChange,0.02,,0.074
5GNSA_4GChange,0.019,0.038,0.057
5GNSA_4G,0.018,0.033,
4G_4G,0.028,0.045,
4G_4G,0.03,0.047,
4G_5GNSA,0.017,0.052,0.069
5GNSA_4GChange,0.049,0.066,0.073
5GNSA_4GChange,0.045,0.059,0.063
5GNSA_5GChange,0.017,,0.073
5GNSA_4G,0.018,0.05,
4G_5GNSA,0.017,0.057,0.07
5GNSA_4G,0.02,0.116,
4G_5GNSA,0.017,0.06,0.078
4G_4G,0.04,0.057,
4G_5GNSA,0.022,0.062,0.076
5GNSA_4GChange,0.018,0.029,0.05
5GNSA_4G,0.013,0.028,
4G_4G,0.041,0.054,
4G_5GNSA,0.018,0.06,0.07
5GNSA_4GChange,0.051,0.07,0.067
5GNSA_5GChange,0.017,,0.072
4G_4G,0.036,0.046,
4G_4G,0.026,0.037,
5GNSA_4G,0.017,0.056,
5GNSA_4G,0.015,0.029,
4G_5GNSA,0.007,0.049,0.059
5GNSA_5GChange,0.015,,0.07
5GNSA_4GChange,0.049,0.061,0.065
5GNSA_5GChange,0.015,,0.073
5GNSA_4GChange,0.023,0.036,0.063
5GNSA_4GChange,0.051,0.067,0.071
4G_5GNSA,0.02,0.058,0.072
5GNSA_4G,0.02,0.029,
4G_5GNSA,0.02,0.062,0.066
5GNSA_4G,0.025,0.068,
4G_5GNSA,0.021,0.054,0.068
5GNSA_5GChange,0.015,,0.073
5GNSA_5GChange,0.015,,0.074
5GNSA_5GChange,0.016,,0.078
4G_5GNSA,0.02,0.064,0.073
5GNSA_5GChange,0.017,,0.072
5GNSA_4GChange,0.046,0.06,0.064
4G_4G,0.039,0.057,
4G_5GNSA,0.02,0.063,0.079
4G_5GNSA,0.02,0.063,0.069
5GNSA_4G,0.02,0.034,
4G_5GNSA,0.025,0.067,0.074
5GNSA_5GChange,0.014,,0.069
5GNSA_5GChange,0.017,,0.071
5GNSA_5GChange,0.016,,0.07
5GNSA_5GChange,0.015,,0.072
5GNSA_5GChange,0.024,,0.083
5GNSA_5GChange,0.015,,0.074
4G_4G,0.026,0.039,
4G_5GNSA,0.017,0.067,0.076
4G_4G,0.026,0.039,
4G_5GNSA,0.025,0.057,0.078
5GNSA_5GChange,0.014,,0.077
5GNSA_4GChange,0.034,0.048,0.063
5GNSA_4GChange,0.044,0.058,0.068
5GNSA_4GChange,0.017,0.029,0.064
5GNSA_4GChange,0.027,0.037,0.057
5GNSA_4GChange,0.027,0.038,0.045
5GNSA_4G,0.02,0.038,
4G_5GNSA,0.019,0.071,0.078
4G_5GNSA,0.032,0.099,0.064
5GNSA_4GChange,0.05,0.061,0.071
5GNSA_5GChange,0.016,,0.081
4G_4G,0.045,0.062,
4G_5GNSA,0.017,0.051,0.069
4G_5GNSA,0.024,0.054,0.104
5GNSA_4G,0.013,0.031,
4G_5GNSA,0.017,0.063,0.074
5GNSA_5GChange,0.02,,0.083
4G_5GNSA,0.02,0.071,0.086
4G_5GNSA,0.024,0.077,0.088
5GNSA_4GChange,0.024,0.042,0.063
5GNSA_5GChange,0.016,,0.074
5GNSA_5GChange,0.015,,0.072
5GNSA_5GChange,0.015,,0.069
5GNSA_4GChange,0.023,0.039,0.067
5GNSA_5GChange,0.015,,0.079
5GNSA_5GChange,0.013,,0.069
5GNSA_5GChange,0.015,,0.069
5GNSA_5GChange,0.014,,0.071
4G_5GNSA,0.017,0.059,0.074
5GNSA_5GChange,0.015,,0.073
4G_5GNSA,0.065,0.129,0.323
4G_5GNSA,0.02,0.07,0.08
5GNSA_5GChange,0.016,,0.075
5GNSA_4G,0.02,0.032,
4G_4G,0.04,0.053,
4G_5GNSA,0.021,0.067,0.081
5GNSA_4G,0.02,0.038,
4G_4G,0.028,0.037,
4G_5GNSA,0.02,0.065,0.075
5GNSA_4GChange,0.043,0.053,0.06
4G_5GNSA,0.017,0.051,0.072
4G_5GNSA,0.029,0.066,0.073
5GNSA_5GChange,0.018,,0.073
5GNSA_5GChange,0.015,,0.074
5GNSA_5GChange,0.015,,0.069
4G_4G,0.027,0.036,
4G_5GNSA,0.021,0.064,0.078
5GNSA_5GChange,0.014,,0.071
5GNSA_4G,0.019,0.03,
4G_4G,0.043,0.053,
4G_5GNSA,0.021,0.069,0.078
5GNSA_5GChange,0.015,,0.075
5GNSA_4GChange,0.051,0.061,0.071
5GNSA_4GChange,0.043,0.06,0.06
5GNSA_4G,0.02,0.031,
4G_5GNSA,0.029,0.069,0.079
4G_5GNSA,0.02,0.063,0.08
4G_4G,0.03,0.041,
4G_5GNSA,0.018,0.055,0.07
5GNSA_5GChange,0.014,,0.072
5GNSA_4GChange,0.046,0.057,0.069
5GNSA_5GChange,0.022,,0.078
5GNSA_5GChange,0.015,,0.075
5GNSA_5GChange,0.013,,0.073
5GNSA_5GChange,0.014,,0.074
5GNSA_4GChange,0.045,0.061,0.068
5GNSA_4GChange,0.046,0.062,0.069
5GNSA_4G,0.017,0.034,
4G_5GNSA,0.018,0.065,0.079
5GNSA_5GChange,0.015,,0.074
5GNSA_4GChange,0.054,0.071,0.078
4G_5GNSA,0.027,0.086,0.324
5GNSA_4G,0.017,0.03,
4G_5GNSA,0.028,0.069,0.084
4G_5GNSA,0.03,0.069,0.086
5GNSA_4G,0.018,0.05,
4G_4G,0.033,0.05,
5GNSA_5GChange,0.013,,0.073
4G_5GNSA,0.018,0.063,0.078
5GNSA_4G,0.019,0.036,
4G_5GNSA,0.018,0.053,0.064
5GNSA_4GChange,0.024,0.035,0.062
5GNSA_4G,0.031,0.049,
4G_4G,0.022,0.041,
4G_4G,0.023,0.038,
4G_5GNSA,0.024,0.12,0.081
4G_5GNSA,0.017,0.06,0.077
5GNSA_4GChange,0.021,0.039,0.064
5GNSA_5GChange,0.013,,0.074
4G_4G,0.024,0.035,
4G_5GNSA,0.025,0.065,0.086
5GNSA_5GChange,0.015,,0.075
5GNSA_5GChange,0.02,,0.081
5GNSA_5GChange,0.014,,0.075
5GNSA_4GChange,0.039,0.053,0.063
5GNSA_4GChange,0.042,0.058,0.065
5GNSA_5GChange,0.014,,0.072
4G_4G,0.028,0.041,
4G_5GNSA,0.028,0.073,0.082
4G_5GNSA,0.068,0.129,0.634
5GNSA_4G,0.016,0.028,
4G_5GNSA,0.025,0.105,0.076
4G_5GNSA,0.017,0.066,0.072
4G_5GNSA,0.017,0.059,0.076
4G_5GNSA,0.031,0.067,0.088
5GNSA_5GChange,0.015,,0.074
