,HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
0,5GSA_5GSA,,,0.048
1,5GSA_5GSA,,,0.048
2,5GSA_5GSA,,,0.048
3,5GSA_5GSA,,,0.047
4,5GSA_5GSA,,,0.046
5,5GSA_5GSA,,,0.046
6,5GSA_5GSA,,,0.048
7,5GSA_5GSA,,,0.049
8,5GSA_5GSA,,,0.048
9,5GSA_5GSA,,,0.045
10,5GSA_5GSA,,,0.048
11,5GSA_5GSA,,,0.045
12,5GSA_5GSA,,,0.048
13,5GSA_5GSA,,,0.048
14,5GSA_5GSA,,,0.047
15,5GSA_5GSA,,,0.048
16,5GSA_5GSA,,,0.049
17,5GSA_5GSA,,,0.049
18,5GSA_5GSA,,,0.049
19,5GSA_5GSA,,,0.049
20,5GSA_5GSA,,,0.047
21,5GSA_5GSA,,,0.047
22,5GSA_5GSA,,,0.045
23,5GSA_5GSA,,,0.049
24,5GSA_5GSA,,,0.047
25,5GSA_5GSA,,,0.047
26,5GSA_5GSA,,,0.046
27,5GSA_5GSA,,,0.049
28,5GSA_5GSA,,,0.049
29,5GSA_5GSA,,,0.048
30,5GSA_5GSA,,,0.048
31,5GSA_5GSA,,,0.048
32,5GSA_5GSA,,,0.045
33,5GSA_5GSA,,,0.047
34,5GSA_5GSA,,,0.049
35,5GSA_5GSA,,,0.046
36,5GSA_5GSA,,,0.046
37,5GSA_5GSA,,,0.048
38,5GSA_5GSA,,,0.048
39,5GSA_5GSA,,,0.049
40,5GSA_5GSA,,,0.046
41,5GSA_5GSA,,,0.049
42,5GSA_5GSA,,,0.048
43,5GSA_5GSA,,,0.047
44,5GSA_5GSA,,,0.048
45,5GSA_5GSA,,,0.049
46,5GSA_5GSA,,,0.047
47,5GSA_5GSA,,,0.047
48,5GSA_5GSA,,,0.049
49,5GSA_5GSA,,,0.049
50,5GSA_5GSA,,,0.049
51,5GSA_5GSA,,,0.046
52,5GSA_5GSA,,,0.049
53,5GSA_5GSA,,,0.047
54,5GSA_5GSA,,,0.047
55,5GSA_5GSA,,,0.049
56,5GSA_5GSA,,,0.046
57,5GSA_5GSA,,,0.048
58,5GSA_5GSA,,,0.048
59,5GSA_5GSA,,,0.047
60,5GSA_5GSA,,,0.049
61,5GSA_5GSA,,,0.048
62,5GSA_5GSA,,,0.047
63,5GSA_5GSA,,,0.047
64,5GSA_5GSA,,,0.047
65,5GSA_5GSA,,,0.048
66,5GSA_5GSA,,,0.049
67,5GSA_5GSA,,,0.048
68,5GSA_5GSA,,,0.049
69,5GSA_5GSA,,,0.048
70,5GSA_5GSA,,,0.047
71,5GSA_5GSA,,,0.049
72,5GSA_5GSA,,,0.049
73,5GSA_5GSA,,,0.049
74,5GSA_5GSA,,,0.048
75,5GSA_5GSA,,,0.048
76,5GSA_5GSA,,,0.048
77,5GSA_5GSA,,,0.05
78,5GSA_5GSA,,,0.047
79,5GSA_5GSA,,,0.048
80,5GSA_5GSA,,,0.048
81,5GSA_5GSA,,,0.049
82,5GSA_5GSA,,,0.05
83,5GSA_5GSA,,,0.047
84,5GSA_5GSA,,,0.048
85,5GSA_5GSA,,,0.047
86,5GSA_5GSA,,,0.048
87,5GSA_5GSA,,,0.048
88,5GSA_5GSA,,,0.05
89,5GSA_5GSA,,,0.049
90,5GSA_5GSA,,,0.049
91,5GSA_5GSA,,,0.048
92,5GSA_5GSA,,,0.046
93,5GSA_5GSA,,,0.049
94,5GSA_5GSA,,,0.048
95,5GSA_5GSA,,,0.048
96,5GSA_5GSA,,,0.047
97,5GSA_5GSA,,,0.048
98,5GSA_5GSA,,,0.047
99,5GSA_5GSA,,,0.05
100,5GSA_5GSA,,,0.05
101,5GSA_5GSA,,,0.048
102,5GSA_5GSA,,,0.048
103,5GSA_5GSA,,,0.049
104,5GSA_5GSA,,,0.047
105,5GSA_5GSA,,,0.048
106,5GSA_5GSA,,,0.05
107,5GSA_5GSA,,,0.049
108,5GSA_5GSA,,,0.047
109,5GSA_5GSA,,,0.049
110,5GSA_5GSA,,,0.047
111,5GSA_5GSA,,,0.046
112,5GSA_5GSA,,,0.049
113,5GSA_5GSA,,,0.047
114,5GSA_5GSA,,,0.05
115,5GSA_5GSA,,,0.047
116,5GSA_5GSA,,,0.048
117,5GSA_5GSA,,,0.049
118,5GSA_5GSA,,,0.048
119,5GSA_5GSA,,,0.046
120,5GSA_5GSA,,,0.048
121,5GSA_5GSA,,,0.05
122,5GSA_5GSA,,,0.048
123,5GSA_5GSA,,,0.049
124,5GSA_5GSA,,,0.049
125,5GSA_5GSA,,,0.048
126,5GSA_5GSA,,,0.047
127,5GSA_5GSA,,,0.05
128,5GSA_5GSA,,,0.048
129,5GSA_5GSA,,,0.046
130,5GSA_5GSA,,,0.047
131,5GSA_5GSA,,,0.046
132,5GSA_5GSA,,,0.047
133,5GSA_5GSA,,,0.049
134,5GSA_5GSA,,,0.048
135,5GSA_5GSA,,,0.048
136,5GSA_5GSA,,,0.052
137,5GSA_5GSA,,,0.052
138,5GSA_5GSA,,,0.049
139,5GSA_5GSA,,,0.05
140,5GSA_5GSA,,,0.049
141,5GSA_5GSA,,,0.049
142,5GSA_5GSA,,,0.047
143,5GSA_5GSA,,,0.046
144,5GSA_5GSA,,,0.046
145,5GSA_5GSA,,,0.048
146,5GSA_5GSA,,,0.049
147,5GSA_5GSA,,,0.049
148,5GSA_5GSA,,,0.047
149,5GSA_5GSA,,,0.048
150,5GSA_5GSA,,,0.049
151,5GSA_5GSA,,,0.049
152,5GSA_5GSA,,,0.046
