,HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
60,4G_4G,0.019,0.028,
61,4G_4G,0.018,0.03,
62,4G_4G,0.019,0.029,
63,4G_4G,0.018,0.027,
64,4G_4G,0.02,0.029,
65,4G_4G,0.025,0.04,
66,4G_4G,0.018,0.035,
67,4G_4G,0.022,0.033,
68,4G_4G,0.019,0.029,
69,4G_4G,0.013,0.025,
70,4G_4G,0.059,0.076,
71,4G_4G,0.018,0.035,
72,4G_4G,0.019,0.029,
73,4G_4G,0.018,0.029,
74,4G_4G,0.019,0.037,
75,4G_4G,0.018,0.028,
76,4G_4G,0.019,0.037,
77,4G_4G,0.018,0.029,
78,4G_4G,0.019,0.037,
79,4G_4G,0.018,0.035,
80,4G_4G,0.019,0.029,
81,4G_4G,0.018,0.036,
82,4G_4G,0.02,0.033,
83,4G_4G,0.018,0.034,
84,4G_4G,0.023,0.034,
85,4G_4G,0.021,0.032,
86,4G_4G,0.018,0.027,
87,4G_4G,0.02,0.034,
88,4G_4G,0.018,0.037,
89,4G_4G,0.019,0.039,
90,4G_4G,0.02,0.038,
91,4G_4G,0.019,0.035,
92,4G_4G,0.018,0.04,
93,4G_4G,0.019,0.034,
94,4G_4G,0.02,0.035,
95,4G_4G,0.019,0.034,
96,4G_4G,0.02,0.034,
97,4G_4G,0.015,0.032,
98,4G_4G,0.02,0.032,
99,4G_4G,0.017,0.035,
100,4G_4G,0.054,0.072,
101,4G_4G,0.019,0.036,
102,4G_4G,0.019,0.034,
103,4G_4G,0.019,0.036,
104,4G_4G,0.019,0.034,
105,4G_4G,0.018,0.034,
106,4G_4G,0.019,0.033,
107,4G_4G,0.019,0.037,
108,4G_4G,0.019,0.032,
109,4G_4G,0.023,0.041,
110,4G_4G,0.019,0.029,
111,4G_4G,0.019,0.034,
112,4G_4G,0.019,0.037,
113,4G_4G,0.018,0.043,
114,4G_4G,0.018,0.037,
115,4G_4G,0.018,0.061,
116,4G_4G,0.02,0.036,
117,4G_4G,0.014,0.026,
118,4G_4G,0.019,0.044,
119,4G_4G,0.018,0.043,
120,4G_4G,0.019,0.034,
121,4G_4G,0.018,0.033,
122,4G_4G,0.02,0.04,
123,4G_4G,0.019,0.043,
124,4G_4G,0.019,0.035,
125,4G_4G,0.018,0.042,
126,4G_4G,0.019,0.038,
127,4G_4G,0.014,0.028,
128,4G_4G,0.015,0.031,
129,4G_4G,0.021,0.038,
130,4G_4G,0.016,0.026,
131,4G_4G,0.018,0.033,
132,4G_4G,0.02,0.038,
133,4G_4G,0.016,0.026,
134,4G_4G,0.015,0.03,
135,4G_4G,0.014,0.03,
136,4G_4G,0.016,0.03,
137,4G_4G,0.018,0.035,
138,4G_4G,0.014,0.03,
139,4G_4G,0.018,0.03,
140,4G_4G,0.019,0.041,
141,4G_4G,0.018,0.027,
142,4G_4G,0.019,0.043,
143,4G_4G,0.018,0.028,
144,4G_4G,0.02,0.041,
145,4G_4G,0.018,0.034,
146,4G_4G,0.018,0.036,
147,4G_4G,0.022,0.037,
148,4G_4G,0.019,0.039,
149,4G_4G,0.02,0.042,
150,4G_4G,0.018,0.038,
151,4G_4G,0.019,0.038,
152,4G_4G,0.018,0.039,
153,4G_4G,0.02,0.037,
154,4G_4G,0.018,0.034,
155,4G_4G,0.019,0.028,
156,4G_4G,0.017,0.033,
157,4G_4G,0.017,0.032,
158,4G_4G,0.016,0.03,
159,4G_4G,0.02,0.036,
160,4G_4G,0.017,0.031,
161,4G_4G,0.024,0.041,
162,4G_4G,0.014,0.03,
163,4G_4G,0.016,0.032,
164,4G_4G,0.014,0.025,
165,4G_4G,0.012,0.028,
166,4G_4G,0.013,0.023,
167,4G_4G,0.017,0.032,
168,4G_4G,0.018,0.028,
169,4G_4G,0.019,0.031,
170,4G_4G,0.014,0.037,
171,4G_4G,0.015,0.032,
172,4G_4G,0.018,0.029,
173,4G_4G,0.022,0.036,
174,4G_5GNSA,0.008,0.05,0.068
175,4G_5GNSA,0.008,0.05,0.068
176,5GNSA_4GChange,0.021,0.04,0.065
177,5GNSA_5GChange,0.021,,0.084
178,4G_5GNSA,0.017,0.06,0.068
179,4G_5GNSA,0.02,0.052,0.07
180,4G_5GNSA,0.021,0.06,0.07
181,5GNSA_4GChange,0.043,0.057,0.068
182,5GNSA_4G,0.048,0.057,
183,5GNSA_4G,0.009,0.056,
184,4G_5GNSA,0.007,0.041,0.108
185,5GNSA_4G,0.009,0.056,
186,4G_5GNSA,0.008,0.05,0.061
187,5GNSA_5GChange,0.019,,0.088
188,5GNSA_4G,0.009,0.047,
189,4G_5GNSA,0.007,0.048,0.059
190,5GNSA_5GChange,0.011,,0.073
191,4G_5GNSA,0.007,0.051,0.062
192,4G_5GNSA,0.007,0.041,0.079
193,4G_5GNSA,0.008,0.044,0.065
194,5GNSA_4GChange,0.025,0.039,0.074
195,5GNSA_4G,0.02,0.032,
196,4G_5GNSA,0.019,0.054,0.072
197,5GNSA_4G,0.021,0.054,
198,4G_4G,0.035,0.049,
199,4G_4G,0.02,0.032,
200,5GNSA_4G,0.016,0.053,
201,4G_5GNSA,0.027,0.059,0.116
202,4G_4G,0.035,0.049,
203,5GNSA_4G,0.021,0.069,
204,4G_4G,0.031,0.046,
205,4G_4G,0.031,0.042,
206,5GNSA_4G,0.047,0.082,
207,4G_4G,0.028,0.043,
208,5GNSA_4GChange,0.026,0.035,0.07
209,5GNSA_4G,0.009,0.053,
210,4G_4G,0.032,0.045,
211,4G_5GNSA,0.018,0.053,0.094
212,5GNSA_4G,0.02,0.069,
213,4G_5GNSA,0.017,0.053,0.074
214,5GNSA_5GChange,0.013,,0.075
215,5GNSA_4G,0.008,0.054,
216,4G_4G,0.036,0.051,
217,5GNSA_4G,0.021,0.036,
218,4G_5GNSA,0.018,0.06,0.087
219,5GNSA_4G,0.013,0.059,
220,4G_5GNSA,0.011,0.056,0.219
221,5GNSA_4G,0.008,0.053,
222,5GNSA_4G,0.007,0.021,
223,5GNSA_4G,0.007,0.021,
224,4G_5GNSA,0.008,0.048,0.065
225,4G_5GNSA,0.007,0.045,0.066
226,5GNSA_4G,0.014,0.057,
227,4G_5GNSA,0.007,0.046,0.086
228,5GNSA_4G,0.015,0.055,
229,4G_5GNSA,0.007,0.043,0.09
230,5GNSA_4G,0.015,0.053,
231,4G_5GNSA,0.007,0.044,0.084
232,5GNSA_4G,0.013,0.054,
233,4G_5GNSA,0.007,0.045,0.256
234,5GNSA_4G,0.008,0.053,
235,4G_5GNSA,0.007,0.044,0.157
236,5GNSA_4G,0.01,0.046,
237,4G_5GNSA,0.007,0.042,0.063
238,5GNSA_4G,0.015,0.054,
239,5GNSA_4G,0.007,0.017,
240,4G_4G,0.033,0.048,
241,4G_4G,0.034,0.048,
242,5GNSA_4GChange,0.039,0.053,0.063
243,5GNSA_4G,0.013,0.055,
244,4G_4G,0.03,0.042,
245,4G_5GNSA,0.019,0.055,0.093
246,5GNSA_4GChange,0.027,0.041,0.066
247,5GNSA_4GChange,0.035,0.05,0.064
248,5GNSA_5GChange,0.015,,0.07
249,5GNSA_5GChange,0.015,,0.079
250,5GNSA_4GChange,0.032,0.046,0.064
251,5GNSA_5GChange,0.012,,0.091
252,5GNSA_5GChange,0.012,,0.074
253,5GNSA_4GChange,0.037,0.048,0.064
254,5GNSA_5GChange,0.015,,0.075
255,5GNSA_4GChange,0.022,0.033,0.064
256,5GNSA_5GChange,0.014,,0.077
257,5GNSA_4G5GChange,0.047,0.065,0.07
258,5GNSA_4GChange,0.036,0.053,0.06
259,5GNSA_5GChange,0.013,,0.067
260,5GNSA_5GChange,0.013,,0.074
261,5GNSA_4GChange,0.045,0.062,0.066
262,5GNSA_4GChange,0.024,0.042,0.063
263,5GNSA_5GChange,0.014,,0.075
264,5GNSA_4G,0.018,0.028,
265,4G_5GNSA,0.019,0.054,0.074
266,5GNSA_4G5GChange,0.039,0.05,0.058
267,5GNSA_5GChange,0.012,,0.067
268,5GNSA_4GChange,0.044,0.063,0.064
269,5GNSA_4G,0.023,0.036,
270,4G_4G,0.023,0.038,
271,4G_4G,0.03,0.045,
272,4G_4G,0.024,0.038,
273,5GNSA_5GChange,0.012,,0.068
274,5GNSA_5GChange,0.022,,0.085
275,5GNSA_5GChange,0.022,,0.076
276,5GNSA_4GChange,0.043,0.061,0.072
277,5GNSA_5GChange,0.014,,0.07
278,5GNSA_4GChange,0.044,0.057,0.068
279,5GNSA_5GChange,0.023,,0.08
280,5GNSA_5GChange,0.021,,0.077
281,5GNSA_5GChange,0.022,,0.084
282,5GNSA_5GChange,0.014,,0.076
283,5GNSA_4G,0.012,0.022,
284,4G_5GNSA,0.008,0.048,0.059
285,5GNSA_4GChange,0.044,0.056,0.063
286,5GNSA_5GChange,0.024,,0.086
287,5GNSA_4GChange,0.032,0.046,0.06
288,5GNSA_5GChange,0.013,,0.075
289,5GNSA_4GChange,0.033,0.052,0.06
290,5GNSA_4G,0.017,0.061,
291,4G_5GNSA,0.017,0.061,0.069
292,5GNSA_5GChange,0.012,,0.162
293,5GNSA_4G,0.017,0.06,
294,4G_5GNSA,0.017,0.052,0.096
295,5GNSA_5GChange,0.013,,0.076
296,5GNSA_4GChange,0.039,0.054,0.069
297,5GNSA_4GChange,0.043,0.058,0.066
298,5GNSA_5GChange,0.022,,0.085
299,5GNSA_4G,0.018,0.079,
300,4G_5GNSA,0.017,0.053,0.071
301,5GNSA_4GChange,0.031,0.046,0.061
302,5GNSA_4GChange,0.045,0.054,0.078
303,5GNSA_4G,0.017,0.06,
304,4G_5GNSA,0.017,0.055,0.093
305,5GNSA_4G,0.017,0.062,
306,4G_4G,0.029,0.04,
307,5GNSA_4G,0.021,0.052,
308,4G_5GNSA,0.017,0.053,0.073
309,5GNSA_4G,0.019,0.052,
310,4G_5GNSA,0.017,0.048,0.15
311,5GNSA_4G,0.023,0.066,
312,4G_5GNSA,0.02,0.055,0.07
313,5GNSA_4GChange,0.031,0.044,0.059
314,5GNSA_4GChange,0.035,0.049,0.064
315,5GNSA_4G,0.021,0.039,
316,4G_5GNSA,0.023,0.059,0.074
317,5GNSA_4GChange,0.037,0.05,0.06
318,5GNSA_5GChange,0.013,,0.075
319,5GNSA_4G,0.017,0.03,
320,4G_5GNSA,0.022,0.053,0.074
321,5GNSA_5GChange,0.013,,0.076
322,5GNSA_4G,0.016,0.036,
323,4G_4G,0.025,0.033,
324,4G_5GNSA,0.007,0.053,0.064
325,5GNSA_4G,0.017,0.031,
326,4G_4G,0.025,0.039,
327,5GNSA_5GChange,0.023,,0.086
328,5GNSA_5GChange,0.014,,0.076
329,5GNSA_4G,0.018,0.035,
330,4G_4G,0.033,0.048,
331,4G_4G,0.021,0.037,
332,4G_5GNSA,0.019,0.06,0.067
333,5GNSA_4GChange,0.035,0.052,0.079
334,5GNSA_5GChange,0.013,,0.07
335,5GNSA_5GChange,0.013,,0.074
336,5GNSA_4GChange,0.031,0.048,0.063
337,5GNSA_4GChange,0.035,0.051,0.068
338,5GNSA_4GChange,0.027,0.039,0.074
339,5GNSA_5GChange,0.014,,0.073
340,5GNSA_5GChange,0.021,,0.082
341,5GNSA_5GChange,0.022,,0.079
342,5GNSA_5GChange,0.023,,0.08
343,5GNSA_4G,0.017,0.035,
344,4G_5GNSA,0.007,0.05,0.084
345,5GNSA_4GChange,0.027,0.038,0.059
346,5GNSA_5GChange,0.012,,0.071
347,5GNSA_4GChange,0.044,0.062,0.069
348,5GNSA_4GChange,0.081,0.091,0.102
349,5GNSA_4GChange,0.03,0.045,0.059
350,5GNSA_4GChange,0.061,0.077,0.084
351,5GNSA_4GChange,0.032,0.043,0.064
352,5GNSA_4GChange,0.047,0.064,0.075
353,5GNSA_5GChange,0.012,,0.067
354,5GNSA_4GChange,0.035,0.049,0.06
355,5GNSA_4G,0.017,0.032,
356,4G_4G,0.034,0.047,
357,4G_4G,0.031,0.044,
358,4G_4G,0.032,0.045,
359,4G_4G,0.063,0.073,
360,4G_4G,0.068,0.084,
361,4G_5GNSA,0.017,0.058,0.099
362,5GNSA_5GChange,0.012,,0.07
363,5GNSA_5GChange,0.023,,0.082
364,5GNSA_4G,0.018,0.052,
365,4G_5GNSA,0.03,0.097,0.061
366,5GNSA_5GChange,0.019,,0.081
367,5GNSA_4G,0.017,0.059,
368,4G_4G,0.034,0.047,
369,4G_4G,0.03,0.046,
370,4G_4G,0.021,0.036,
371,4G_4G,0.032,0.045,
372,4G_4G,0.032,0.048,
373,4G_4G,0.034,0.048,
374,4G_4G,0.025,0.038,
375,4G_4G,0.031,0.049,
376,4G_4G,0.02,0.034,
377,4G_4G,0.02,0.032,
378,4G_4G,0.019,0.031,
379,4G_4G,0.029,0.038,
380,4G_4G,0.031,0.048,
381,4G_4G,0.033,0.049,
382,4G_4G,0.032,0.045,
383,4G_4G,0.028,0.046,
384,4G_4G,0.024,0.033,
385,4G_4G,0.031,0.045,
386,4G_4G,0.028,0.038,
387,4G_4G,0.032,0.043,
388,4G_4G,0.029,0.039,
389,4G_4G,0.019,0.034,
390,4G_4G,0.034,0.047,
391,4G_4G,0.029,0.045,
392,4G_4G,0.021,0.038,
393,4G_4G,0.027,0.037,
394,4G_5GNSA,0.035,0.104,0.062
395,5GNSA_4G,0.025,0.042,
396,4G_5GNSA,0.03,0.092,0.059
397,5GNSA_4GChange,0.049,0.065,0.069
398,5GNSA_4GChange,0.045,0.056,0.064
399,5GNSA_5GChange,0.014,,0.072
400,5GNSA_4G,0.017,0.037,
401,4G_4G,0.028,0.038,
402,4G_4G,0.032,0.05,
403,4G_5GNSA,0.029,0.091,0.078
404,5GNSA_4GChange,0.029,0.042,0.07
405,5GNSA_4GChange,0.023,0.034,0.062
406,5GNSA_5GChange,0.014,,0.071
407,5GNSA_4G,0.017,0.036,
408,4G_4G,0.03,0.047,
409,4G_4G,0.031,0.041,
410,4G_4G,0.035,0.054,
411,4G_4G,0.031,0.041,
412,4G_4G,0.029,0.038,
413,4G_5GNSA,0.033,0.095,0.092
414,5GNSA_4GChange,0.043,0.058,0.075
415,5GNSA_4GChange,0.033,0.05,0.065
416,5GNSA_4GChange,0.054,0.065,0.075
417,5GNSA_4GChange,0.029,0.048,0.062
418,5GNSA_5GChange,0.014,,0.075
419,5GNSA_4G5GChange,0.047,0.065,0.067
420,5GNSA_5GChange,0.02,,0.075
421,5GNSA_5GChange,0.024,,0.088
422,5GNSA_5GChange,0.018,,0.073
423,5GNSA_4G,0.017,0.036,
424,4G_4G,0.018,0.031,
425,4G_4G,0.027,0.041,
426,4G_4G,0.018,0.032,
427,4G_5GNSA,0.007,0.05,0.067
428,5GNSA_4GChange,0.021,0.031,0.066
429,5GNSA_5GChange,0.014,,0.075
430,5GNSA_4G,0.017,0.036,
431,4G_4G,0.02,0.033,
432,4G_4G,0.023,0.038,
433,4G_4G,0.033,0.045,
434,4G_4G,0.031,0.048,
435,4G_4G,0.025,0.034,
436,5GNSA_4GChange,0.038,0.052,0.051
437,5GNSA_4GChange,0.022,0.039,0.056
438,5GNSA_4G,0.007,0.021,
439,4G_4G,0.026,0.036,
440,4G_4G,0.028,0.043,
441,4G_5GNSA,0.017,0.068,0.074
442,5GNSA_4G,0.019,0.031,
443,4G_4G,0.025,0.037,
444,4G_4G,0.037,0.054,
445,4G_4G,0.036,0.05,
446,4G_4G,0.021,0.034,
447,4G_5GNSA,0.021,0.063,0.073
448,5GNSA_4GChange,0.022,0.039,0.056
449,5GNSA_5GChange,0.013,,0.059
450,5GNSA_4GChange,0.023,0.033,0.053
451,5GNSA_5GChange,0.023,,0.07
452,5GNSA_4G,0.02,0.032,
453,4G_4G,0.033,0.05,
454,4G_5GNSA,0.023,0.062,0.086
455,5GNSA_5GChange,0.013,,0.059
456,5GNSA_4GChange,0.022,0.031,0.058
457,5GNSA_5GChange,0.014,,0.072
458,5GNSA_4G5GChange,0.049,0.066,0.073
459,5GNSA_5GChange,0.013,,0.065
460,5GNSA_5GChange,0.012,,0.067
461,5GNSA_5GChange,0.014,,0.066
462,5GNSA_4GChange,0.023,0.032,0.052
463,5GNSA_5GChange,0.014,,0.064
464,5GNSA_5GChange,0.013,,0.063
465,5GNSA_4GChange,0.021,0.039,0.056
466,5GNSA_5GChange,0.016,,0.062
467,5GNSA_5GChange,0.015,,0.062
468,5GNSA_5GChange,0.014,,0.063
469,5GNSA_4GChange,0.048,0.061,0.065
470,5GNSA_4GChange,0.022,0.031,0.057
471,5GNSA_5GChange,0.014,,0.061
472,5GNSA_4GChange,0.022,0.034,0.058
473,5GNSA_5GChange,0.013,,0.075
474,5GNSA_4G,0.017,0.035,
475,4G_4G,0.021,0.037,
476,4G_4G,0.033,0.049,
477,4G_4G,0.022,0.032,
478,4G_5GNSA,0.018,0.058,0.068
