,HandoverType,Radio Time,4G Configuration Duration,5G Configuration Duration
152,4G_4G,0.026,0.039,
153,4G_4G,0.016,0.053,
154,4G_4G,0.03,0.045,
155,4G_4G,0.022,0.035,
156,4G_4G,0.023,0.035,
157,4G_4G,0.021,0.038,
158,4G_4G,0.021,0.031,
159,4G_4G,0.021,0.031,
160,4G_4G,0.033,0.045,
161,4G_4G,0.021,0.036,
162,4G_4G,0.033,0.044,
163,4G_4G,0.02,0.034,
164,4G_4G,0.036,0.054,
165,4G_4G,0.032,0.047,
166,4G_4G,0.037,0.047,
167,4G_4G,0.033,0.049,
168,4G_4G,0.036,0.047,
169,4G_4G,0.034,0.05,
170,4G_4G,0.029,0.046,
171,4G_4G,0.027,0.045,
172,4G_4G,0.015,0.026,
173,4G_4G,0.03,0.044,
174,4G_4G,0.028,0.04,
175,4G_4G,0.021,0.031,
176,4G_4G,0.02,0.029,
177,4G_4G,0.021,0.036,
178,4G_4G,0.037,0.052,
179,4G_4G,0.026,0.036,
180,4G_4G,0.029,0.042,
181,4G_4G,0.033,0.045,
182,4G_4G,0.038,0.052,
183,4G_4G,0.02,0.03,
184,4G_4G,0.032,0.042,
185,4G_4G,0.021,0.039,
186,4G_4G,0.036,0.049,
187,4G_4G,0.03,0.041,
188,4G_4G,0.033,0.045,
189,4G_4G,0.032,0.045,
190,4G_4G,0.022,0.036,
191,4G_4G,0.029,0.043,
192,4G_4G,0.029,0.046,
193,4G_4G,0.032,0.043,
194,4G_4G,0.026,0.039,
195,4G_4G,0.033,0.046,
196,4G_4G,0.036,0.052,
197,4G_4G,0.03,0.044,
198,4G_4G,0.031,0.041,
199,4G_4G,0.03,0.044,
200,4G_4G,0.035,0.045,
201,4G_4G,0.033,0.044,
202,4G_4G,0.027,0.041,
203,4G_4G,0.026,0.035,
204,4G_4G,0.023,0.04,
205,4G_4G,0.035,0.053,
206,4G_4G,0.027,0.036,
207,4G_4G,0.021,0.038,
208,4G_4G,0.023,0.039,
209,4G_4G,0.024,0.034,
210,4G_4G,0.025,0.043,
211,4G_4G,0.022,0.038,
212,4G_4G,0.02,0.035,
213,4G_4G,0.023,0.036,
214,4G_4G,0.026,0.044,
215,4G_4G,0.019,0.028,
216,4G_4G,0.02,0.039,
217,4G_4G,0.02,0.033,
218,4G_4G,0.021,0.031,
219,4G_4G,0.021,0.038,
220,4G_4G,0.021,0.033,
221,4G_4G,0.018,0.031,
222,4G_4G,0.021,0.036,
223,4G_4G,0.019,0.029,
224,4G_4G,0.022,0.033,
225,4G_4G,0.024,0.038,
226,4G_4G,0.024,0.042,
227,4G_4G,0.023,0.039,
228,4G_4G,0.027,0.042,
229,4G_4G,0.017,0.029,
230,4G_4G,0.026,0.036,
231,4G_4G,0.064,0.074,
232,4G_4G,0.028,0.037,
233,4G_4G,0.034,0.046,
234,4G_4G,0.029,0.041,
235,4G_4G,0.027,0.037,
236,4G_4G,0.037,0.056,
237,4G_4G,0.033,0.043,
238,4G_4G,0.026,0.039,
239,4G_4G,0.025,0.04,
240,4G_4G,0.027,0.038,
241,4G_4G,0.027,0.04,
242,4G_4G,0.023,0.039,
243,4G_4G,0.028,0.041,
244,4G_4G,0.026,0.04,
245,4G_4G,0.02,0.038,
246,4G_4G,0.03,0.039,
247,4G_4G,0.027,0.044,
248,4G_4G,0.027,0.044,
249,4G_4G,0.029,0.044,
250,4G_4G,0.025,0.034,
251,4G_4G,0.027,0.045,
252,4G_4G,0.029,0.04,
253,4G_4G,0.024,0.034,
254,4G_4G,0.039,0.052,
255,4G_4G,0.027,0.043,
256,4G_4G,0.033,0.049,
257,4G_4G,0.03,0.039,
258,4G_4G,0.029,0.039,
259,4G_4G,0.028,0.041,
260,4G_4G,0.029,0.041,
261,4G_4G,0.031,0.041,
262,4G_4G,0.037,0.049,
263,4G_4G,0.038,0.05,
264,4G_4G,0.025,0.034,
265,4G_4G,0.03,0.044,
266,4G_4G,0.057,0.073,
267,4G_4G,0.061,0.075,
268,4G_4G,0.021,0.033,
269,4G_4G,0.022,0.037,
270,4G_4G,0.025,0.038,
271,4G_4G,0.023,0.04,
272,4G_4G,0.022,0.039,
273,4G_4G,0.034,0.05,
274,4G_4G,0.028,0.037,
275,4G_4G,0.036,0.047,
276,4G_4G,0.026,0.04,
277,4G_4G,0.038,0.049,
278,4G_4G,0.027,0.035,
279,4G_4G,0.038,0.05,
280,4G_4G,0.026,0.036,
281,4G_4G,0.038,0.054,
282,4G_4G,0.034,0.05,
283,4G_4G,0.028,0.041,
284,4G_4G,0.033,0.054,
285,4G_4G,0.027,0.042,
286,4G_4G,0.037,0.049,
287,4G_4G,0.031,0.048,
288,4G_4G,0.037,0.053,
289,4G_4G,0.028,0.038,
290,4G_4G,0.027,0.043,
291,4G_4G,0.027,0.035,
292,4G_4G,0.016,0.032,
293,4G_4G,0.019,0.031,
294,4G_4G,0.023,0.034,
295,4G_4G,0.019,0.035,
296,4G_4G,0.018,0.034,
297,4G_4G,0.019,0.035,
298,4G_4G,0.019,0.033,
299,4G_4G,0.015,0.025,
300,4G_4G,0.03,0.044,
301,4G_4G,0.039,0.053,
302,4G_4G,0.041,0.052,
303,4G_4G,0.036,0.054,
304,4G_4G,0.042,0.051,
305,4G_4G,0.039,0.051,
306,4G_4G,0.037,0.047,
307,4G_4G,0.036,0.049,
308,4G_4G,0.036,0.045,
309,4G_4G,0.037,0.048,
310,4G_4G,0.063,0.075,
311,4G_4G,0.06,0.075,
312,4G_4G,0.035,0.049,
313,4G_4G,0.029,0.038,
314,4G_4G,0.021,0.034,
315,4G_4G,0.033,0.043,
316,4G_4G,0.029,0.044,
317,4G_4G,0.022,0.037,
318,4G_4G,0.017,0.026,
319,4G_4G,0.017,0.032,
320,4G_4G,0.024,0.033,
321,4G_4G,0.035,0.046,
322,4G_4G,0.034,0.05,
323,4G_4G,0.037,0.051,
324,4G_4G,0.034,0.05,
325,4G_4G,0.034,0.048,
326,4G_4G,0.032,0.043,
327,4G_4G,0.037,0.052,
328,4G_4G,0.032,0.045,
329,4G_4G,0.067,0.084,
330,4G_4G,0.023,0.038,
331,4G_4G,0.024,0.039,
332,4G_4G,0.027,0.038,
333,4G_4G,0.021,0.03,
334,4G_4G,0.026,0.042,
335,4G_4G,0.017,0.027,
336,4G_4G,0.022,0.037,
337,4G_4G,0.027,0.04,
338,4G_4G,0.021,0.03,
339,4G_4G,0.025,0.04,
340,4G_4G,0.02,0.035,
341,4G_4G,0.022,0.033,
342,4G_4G,0.016,0.028,
343,4G_4G,0.018,0.029,
344,4G_4G,0.016,0.028,
345,4G_4G,0.026,0.037,
346,4G_4G,0.024,0.038,
347,4G_4G,0.021,0.038,
348,4G_4G,0.026,0.036,
349,4G_4G,0.035,0.046,
350,4G_4G,0.018,0.032,
351,4G_4G,0.022,0.036,
352,4G_4G,0.041,0.056,
353,4G_4G,0.041,0.054,
354,4G_4G,0.037,0.049,
355,4G_4G,0.039,0.054,
356,4G_4G,0.039,0.058,
357,4G_4G,0.039,0.053,
358,4G_4G,0.038,0.055,
359,4G_4G,0.04,0.057,
360,4G_4G,0.025,0.038,
361,4G_4G,0.04,0.053,
362,4G_4G,0.038,0.051,
363,4G_4G,0.04,0.061,
364,4G_4G,0.038,0.056,
365,4G_4G,0.038,0.051,
366,4G_4G,0.038,0.057,
367,4G_4G,0.034,0.049,
368,4G_4G,0.036,0.054,
369,4G_4G,0.038,0.051,
370,4G_4G,0.029,0.042,
371,4G_4G,0.034,0.05,
372,4G_4G,0.036,0.053,
373,4G_4G,0.038,0.054,
374,4G_4G,0.026,0.036,
375,4G_4G,0.027,0.039,
376,4G_4G,0.017,0.028,
377,4G_4G,0.028,0.037,
378,4G_4G,0.037,0.049,
379,4G_4G,0.031,0.048,
380,4G_4G,0.023,0.036,
381,4G_4G,0.03,0.045,
382,4G_4G,0.028,0.045,
383,4G_4G,0.017,0.035,
384,4G_4G,0.035,0.052,
385,4G_4G,0.027,0.039,
386,4G_4G,0.041,0.05,
387,4G_4G,0.027,0.038,
388,4G_4G,0.035,0.047,
389,4G_4G,0.026,0.035,
390,4G_4G,0.036,0.051,
391,4G_4G,0.037,0.047,
392,4G_4G,0.028,0.043,
393,4G_4G,0.037,0.047,
394,4G_4G,0.036,0.05,
395,4G_4G,0.035,0.049,
396,4G_4G,0.017,0.032,
397,4G_4G,0.02,0.031,
398,4G_4G,0.033,0.051,
399,4G_4G,0.023,0.035,
400,4G_4G,0.032,0.05,
401,4G_4G,0.026,0.042,
402,4G_4G,0.019,0.029,
403,4G_4G,0.025,0.043,
404,4G_4G,0.018,0.028,
405,4G_4G,0.026,0.042,
406,4G_4G,0.025,0.041,
407,4G_4G,0.026,0.034,
408,4G_4G,0.026,0.039,
409,4G_4G,0.022,0.038,
410,4G_4G,0.028,0.042,
411,4G_4G,0.032,0.046,
412,4G_4G,0.041,0.058,
413,4G_4G,0.031,0.048,
414,4G_4G,0.02,0.028,
415,4G_4G,0.022,0.038,
416,4G_4G,0.021,0.032,
417,4G_4G,0.021,0.039,
418,4G_4G,0.02,0.033,
419,4G_4G,0.018,0.028,
420,4G_4G,0.028,0.042,
421,4G_4G,0.023,0.037,
422,4G_4G,0.021,0.035,
423,4G_4G,0.029,0.042,
424,4G_4G,0.026,0.043,
425,4G_4G,0.022,0.037,
426,4G_4G,0.021,0.035,
427,4G_4G,0.029,0.043,
428,4G_4G,0.024,0.035,
429,4G_4G,0.026,0.038,
430,4G_4G,0.027,0.043,
431,4G_4G,0.017,0.036,
432,4G_4G,0.018,0.033,
433,4G_4G,0.019,0.027,
434,4G_4G,0.021,0.037,
435,4G_4G,0.019,0.032,
436,4G_4G,0.021,0.039,
437,4G_4G,0.017,0.031,
438,4G_4G,0.019,0.037,
439,4G_4G,0.019,0.028,
440,4G_4G,0.022,0.034,
441,4G_4G,0.018,0.028,
442,4G_4G,0.021,0.032,
443,4G_4G,0.022,0.034,
444,4G_4G,0.02,0.037,
445,4G_4G,0.061,0.076,
446,4G_4G,0.026,0.043,
447,4G_4G,0.027,0.037,
448,4G_4G,0.026,0.038,
449,4G_4G,0.019,0.028,
450,4G_4G,0.019,0.029,
451,4G_4G,0.019,0.031,
452,4G_4G,0.02,0.037,
453,4G_4G,0.021,0.036,
454,4G_4G,0.026,0.042,
455,4G_4G,0.03,0.044,
456,4G_4G,0.029,0.04,
457,4G_4G,0.028,0.038,
458,4G_4G,0.028,0.043,
459,4G_4G,0.029,0.038,
460,4G_4G,0.026,0.039,
461,4G_4G,0.024,0.033,
462,4G_4G,0.025,0.036,
463,4G_4G,0.024,0.033,
464,4G_4G,0.014,0.03,
465,4G_4G,0.022,0.04,
466,4G_4G,0.023,0.04,
467,4G_4G,0.02,0.028,
468,4G_4G,0.015,0.024,
469,4G_4G,0.024,0.04,
470,4G_4G,0.02,0.039,
471,4G_4G,0.023,0.032,
472,4G_4G,0.026,0.039,
473,4G_4G,0.024,0.039,
474,4G_4G,0.017,0.027,
475,4G_4G,0.015,0.047,
476,4G_4G,0.017,0.034,
477,4G_4G,0.016,0.03,
478,4G_4G,0.016,0.034,
479,4G_4G,0.025,0.034,
480,4G_4G,0.023,0.041,
481,4G_4G,0.028,0.045,
482,4G_4G,0.024,0.034,
483,4G_4G,0.032,0.048,
484,4G_4G,0.024,0.033,
485,4G_4G,0.033,0.048,
486,4G_4G,0.025,0.042,
487,4G_4G,0.028,0.043,
488,4G_4G,0.016,0.028,
489,4G_4G,0.017,0.032,
490,4G_4G,0.017,0.03,
491,4G_4G,0.017,0.027,
492,4G_4G,0.017,0.027,
493,4G_4G,0.016,0.033,
494,4G_4G,0.016,0.027,
495,4G_4G,0.016,0.029,
496,4G_4G,0.026,0.044,
497,4G_4G,0.027,0.043,
498,4G_4G,0.022,0.036,
499,4G_4G,0.023,0.032,
500,4G_4G,0.015,0.024,
501,4G_4G,0.018,0.035,
502,4G_4G,0.017,0.027,
503,4G_4G,0.017,0.03,
504,4G_4G,0.016,0.026,
505,4G_4G,0.017,0.033,
506,4G_4G,0.016,0.03,
507,4G_4G,0.016,0.035,
508,4G_4G,0.025,0.041,
509,4G_4G,0.033,0.046,
510,4G_4G,0.023,0.04,
511,4G_4G,0.017,0.033,
512,4G_4G,0.024,0.042,
513,4G_4G,0.018,0.035,
514,4G_4G,0.016,0.034,
515,4G_4G,0.032,0.045,
516,4G_4G,0.024,0.035,
517,4G_4G,0.025,0.034,
518,4G_4G,0.017,0.033,
519,4G_4G,0.025,0.042,
520,4G_4G,0.024,0.04,
